Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
R116,390,R_0805_2012Metric,153.926,-140.7545,-90.0,top
R117,390,R_0805_2012Metric,225.3472,-140.6021,-90.0,top
R118,390,R_0805_2012Metric,315.8692,-121.4505,-90.0,top
R119,390,R_0805_2012Metric,334.814,-121.6537,-90.0,top
R12,100k,R_0805_2012Metric,270.8632,-130.7083,0.0,top
R120,390,R_0805_2012Metric,353.8604,-121.6537,-90.0,top
R121,390,R_0805_2012Metric,372.8052,-121.6537,-90.0,top
R122,390,R_0805_2012Metric,315.7532,-140.8053,-90.0,top
R123,390,R_0805_2012Metric,334.7996,-140.7037,-90.0,top
R124,390,R_0805_2012Metric,353.846,-140.5005,-90.0,top
R125,390,R_0805_2012Metric,372.8416,-140.7037,-90.0,top
R126,100k,R_0805_2012Metric,291.8596,-145.3583,0.0,top
R127,10k,R_0805_2012Metric,291.8832,-143.3853,180.0,top
R128,10k,R_0805_2012Metric,291.9185,-138.7794,180.0,top
R129,100k,R_0805_2012Metric,291.8949,-140.7668,0.0,top
R13,100k,R_0805_2012Metric,270.8976,-132.8227,180.0,top
R130,10k,R_0805_2012Metric,291.8578,-129.8109,180.0,top
R131,10k,R_0805_2012Metric,291.8832,-134.2269,180.0,top
R132,100k,R_0805_2012Metric,291.8342,-131.7655,0.0,top
R133,100k,R_0805_2012Metric,291.9104,-136.2395,0.0,top
R14,100k,R_0805_2012Metric,264.16,-131.6723,-90.0,top
R15,100k,R_0805_2012Metric,270.9796,-136.7315,0.0,top
R16,100k,R_0805_2012Metric,270.9796,-139.2203,180.0,top
R17,100k,R_0805_2012Metric,263.906,-138.1723,-90.0,top
R18,100k,R_0805_2012Metric,270.746,-142.6463,0.0,top
R19,100k,R_0805_2012Metric,270.7256,-144.7099,180.0,top
R2,100k,R_0805_2012Metric,193.532239,-87.286999,180.0,top
R20,100k,R_0805_2012Metric,264.0076,-143.6631,-90.0,top
R21,100k,R_0805_2012Metric,323.597839,-70.168599,180.0,top
R22,100k,R_0805_2012Metric,323.3888,-89.1829,180.0,top
R23,100k,R_0805_2012Metric,323.1354,-108.217,180.0,top
R24,100k,R_0805_2012Metric,323.463039,-127.267399,180.0,top
R25,100k,R_0805_2012Metric,313.0784,-107.9707,90.0,top
R26,100k,R_0805_2012Metric,323.3868,-87.1728,180.0,top
R27,100k,R_0805_2012Metric,323.1334,-106.2878,180.0,top
R28,100k,R_0805_2012Metric,323.4436,-125.222,180.0,top
R29,100k,R_0805_2012Metric,236.971039,-106.175599,180.0,top
R3,100k,R_0805_2012Metric,183.948639,-68.188199,180.0,top
R30,100k,R_0805_2012Metric,323.595839,-68.085399,180.0,top
R31,100k,R_0805_2012Metric,220.2564,-107.3625,90.0,top
R32,100k,R_0805_2012Metric,213.1444,-106.1945,0.0,top
R33,100k,R_0805_2012Metric,213.1444,-108.3285,180.0,top
